message_id,customer_id,text,issue_type,frustration
M0452,C0064,The payment page is not loading. Kind regards.,App_Technical,Low
M0545,C0164,"Hi team, is this product available in the Dubai store. Thank you.",General_Query,Low
M0464,C0142,"Good morning, the search on the app is not working. Appreciate it.",App_Technical,Low
M0554,C0110,"Hi there, is this product available in the Dubai store. Please let me know.",General_Query,Low
M0433,C0096,I am done with Lulu! this is not the quality I expected from Lulu. Sort it out or refund me!!,Product_Quality,High
M0126,C0215,I'm a bit annoyed that the item arrived broken. This needs attention.,Damaged_Defective,Medium
M0403,C0187,The watch quality has gone down compared to before.,Product_Quality,Medium
M0601,C0072,I am ABSOLUTELY furious!! how do I add an address to my account. I want this resolved immediately!!,General_Query,High
M0619,C0086,I have HAD enough — do you deliver to my area. Fix this NOW or I'm leaving for good!,General_Query,High
M0224,C0173,It's bothering me that how do I send this back for a refund. This needs attention.,Refund_Return,Medium
M0343,C0189,This is outrageous!! you billed me after I cancelled. Sort it out or refund me!!,Billing,High
M0054,C0097,I'm disappointed that nobody delivered my order today as promised. I'd like this fixed.,Delivery,Medium
M0220,C0056,I'm disappointed that please refund me for the order I sent back. Kindly resolve.,Refund_Return,Medium
M0130,C0185,It's bothering me that there were parts missing and the unit is faulty. Please look into it.,Damaged_Defective,Medium
M0570,C0079,"Hello, how can I change my registered phone number.",General_Query,Low
M0438,C0032,Completely unacceptable!! the material is low quality and wore out fast. Fix this NOW or I'm leaving for good!,Product_Quality,High
M0539,C0053,I have HAD enough — the payment page is not loading. I want this resolved immediately!!,App_Technical,High
M0573,C0127,Not happy that how can I change my registered phone number. This needs attention.,General_Query,Medium
M0440,C0189,Completely unacceptable!! the item works but the build quality is bad. I want this resolved immediately!!,Product_Quality,High
M0101,C0108,"Hi, my watch stopped working on day one. Looking forward to your reply.",Damaged_Defective,Low
M0448,C0029,This is outrageous!! the item works but the build quality is bad. I want this resolved immediately!!,Product_Quality,High
M0387,C0034,"Hi team, the material is low quality and wore out fast.",Product_Quality,Low
M0610,C0024,I am ABSOLUTELY furious!! how do I add an address to my account. I want this resolved immediately!!,General_Query,High
M0295,C0055,"Hi, the invoice amount is wrong. Kind regards.",Billing,Low
M0268,C0148,I have HAD enough — I returned the product but no refund came. Fix this NOW or I'm leaving for good!,Refund_Return,High
M0052,C0125,This is frustrating — the delivery is late again. Kindly resolve.,Delivery,Medium
M0442,C0171,I am ABSOLUTELY furious!! the item works but the build quality is bad. This is the third time — enough!!,Product_Quality,High
M0469,C0019,"Hi team, the app shows an error every time I open it. Thanks for your help.",App_Technical,Low
M0113,C0218,"Hi team, the item arrived broken.",Damaged_Defective,Low
M0180,C0119,I am done with Lulu! the screen was cracked when I opened it. I will never shop here again!,Damaged_Defective,High
M0468,C0180,"Hi there, the app shows an error every time I open it. Thank you.",App_Technical,Low
M0513,C0179,This is the LAST straw. I cannot track my order in the app. I'm escalating this everywhere!,App_Technical,High
M0501,C0189,Not happy that the payment page is not loading. Kindly resolve.,App_Technical,Medium
M0374,C0047,The watch feels cheap and not worth the price. Please let me know.,Product_Quality,Low
M0315,C0038,This is frustrating — there is an extra charge on my bill I do not understand. Kindly resolve.,Billing,Medium
M0152,C0112,I have HAD enough — the package was crushed and the item dented. I will never shop here again!,Damaged_Defective,High
M0172,C0181,This is the LAST straw. the package was crushed and the item dented. I will never shop here again!,Damaged_Defective,High
M0234,C0194,This is frustrating — please refund me for the order I sent back. Kindly resolve.,Refund_Return,Medium
M0307,C0214,I'm unhappy because my coupon was not applied at checkout. Please look into it.,Billing,Medium
M0598,C0191,It's bothering me that is this product available in the Dubai store. Hoping for a quick resolution.,General_Query,Medium
M0165,C0170,I am done with Lulu! the TV is defective and will not switch on. Sort it out or refund me!!,Damaged_Defective,High
M0318,C0121,You billed me after I cancelled. Please sort this out soon.,Billing,Medium
M0137,C0108,The item arrived broken. Hoping for a quick resolution.,Damaged_Defective,Medium
M0411,C0046,Not happy that the product looks nothing like the description. I'd like this fixed.,Product_Quality,Medium
M0559,C0113,"Hello Lulu, is this product available in the Dubai store.",General_Query,Low
M0198,C0058,"Hello, I returned the product but no refund came.",Refund_Return,Low
M0359,C0133,I have HAD enough — I was charged twice for the same order. This is the third time — enough!!,Billing,High
M0259,C0002,I have HAD enough — please refund me for the order I sent back. This is the third time — enough!!,Refund_Return,High
M0233,C0114,I'm disappointed that I am still waiting for the refund you promised. I'd like this fixed.,Refund_Return,Medium
M0515,C0066,I have HAD enough — I cannot track my order in the app. Fix this NOW or I'm leaving for good!,App_Technical,High
M0116,C0163,"Hi team, the headphones is defective and will not switch on. Please let me know.",Damaged_Defective,Low
M0121,C0175,It's bothering me that the speaker is defective and will not switch on. Please sort this out soon.,Damaged_Defective,Medium
M0483,C0133,I'm unhappy because the app keeps crashing when I try to checkout. Please sort this out soon.,App_Technical,Medium
M0283,C0014,"Hi, there is an extra charge on my bill I do not understand. Appreciate it.",Billing,Low
M0377,C0158,"Hi, the quality of this product is poor. Thanks for your help.",Product_Quality,Low
M0385,C0088,"Hi team, the product looks nothing like the description. Appreciate it.",Product_Quality,Low
M0225,C0004,It's bothering me that I am still waiting for the refund you promised. Hoping for a quick resolution.,Refund_Return,Medium
M0597,C0161,Not happy that is this product available in the Dubai store. Please sort this out soon.,General_Query,Medium
M0508,C0214,I'm a bit annoyed that I cannot track my order in the app. I'd like this fixed.,App_Technical,Medium
M0473,C0056,"Hi there, the app keeps crashing when I try to checkout.",App_Technical,Low
M0348,C0014,This is outrageous!! the invoice amount is wrong. I'm escalating this everywhere!,Billing,High
M0128,C0167,I'm disappointed that the kettle is defective and will not switch on. Hoping for a quick resolution.,Damaged_Defective,Medium
M0620,C0134,I am ABSOLUTELY furious!! is this product available in the Dubai store. Fix this NOW or I'm leaving for good!,General_Query,High
M0446,C0164,I am done with Lulu! the quality of this product is poor. Sort it out or refund me!!,Product_Quality,High
M0286,C0159,"Hello, the amount deducted is more than the order total.",Billing,Low
M0581,C0077,It's bothering me that do you deliver to my area.,General_Query,Medium
M0044,C0145,I'm a bit annoyed that my shipment is stuck and not moving. Kindly resolve.,Delivery,Medium
M0108,C0176,"Hi team, my laptop stopped working on day one. Please let me know.",Damaged_Defective,Low
M0531,C0066,I am ABSOLUTELY furious!! the search on the app is not working. I'm escalating this everywhere!,App_Technical,High
M0496,C0193,I'm unhappy because the app keeps crashing when I try to checkout. Kindly resolve.,App_Technical,Medium
M0134,C0216,I'm unhappy because the watch is defective and will not switch on. Hoping for a quick resolution.,Damaged_Defective,Medium
M0441,C0189,This is the LAST straw. the quality of this product is poor. Sort it out or refund me!!,Product_Quality,High
M0062,C0066,I am ABSOLUTELY furious!! the delivery date keeps getting pushed. I will never shop here again!,Delivery,High
M0045,C0127,It's bothering me that the delivery is late again. I'd like this fixed.,Delivery,Medium
M0170,C0051,I am ABSOLUTELY furious!! there were parts missing and the unit is faulty. Sort it out or refund me!!,Damaged_Defective,High
M0066,C0097,I am done with Lulu! the courier never showed up. This is the third time — enough!!,Delivery,High
M0284,C0172,"Hello Lulu, you billed me after I cancelled.",Billing,Low
M0086,C0217,I am ABSOLUTELY furious!! I have been waiting for my package for days. Sort it out or refund me!!,Delivery,High
M0243,C0018,This is the LAST straw. my refund has not been processed yet. This is the third time — enough!!,Refund_Return,High
M0187,C0217,Please refund me for the order I sent back. Thanks for your help.,Refund_Return,Low
M0327,C0206,I'm a bit annoyed that you billed me after I cancelled.,Billing,Medium
M0160,C0028,I am ABSOLUTELY furious!! the package was crushed and the item dented. I'm escalating this everywhere!,Damaged_Defective,High
M0013,C0180,"Hi, my order still has not arrived. Appreciate it.",Delivery,Low
M0036,C0089,I'm unhappy because the courier never showed up. Hoping for a quick resolution.,Delivery,Medium
M0029,C0044,My order still has not arrived. Thanks for your help.,Delivery,Low
M0171,C0213,This is the LAST straw. the package was crushed and the item dented. I will never shop here again!,Damaged_Defective,High
M0143,C0086,The product was damaged in the box.,Damaged_Defective,Medium
M0237,C0143,It's bothering me that I am still waiting for the refund you promised. Please sort this out soon.,Refund_Return,Medium
M0533,C0101,This is the LAST straw. I cannot log into my account on the app. I will never shop here again!,App_Technical,High
M0525,C0183,Completely unacceptable!! the app shows an error every time I open it. This is the third time — enough!!,App_Technical,High
M0591,C0107,I'm a bit annoyed that how can I change my registered phone number. Kindly resolve.,General_Query,Medium
M0222,C0139,I'm unhappy because my refund has not been processed yet.,Refund_Return,Medium
M0571,C0034,I'm unhappy because how do I add an address to my account.,General_Query,Medium
M0096,C0174,"Hello Lulu, the TV is defective and will not switch on. Kind regards.",Damaged_Defective,Low
M0241,C0019,I have HAD enough — the return pickup was never scheduled. I will never shop here again!,Refund_Return,High
M0461,C0164,"Hi team, the website freezes when I add items to cart.",App_Technical,Low
M0547,C0060,"Hello Lulu, I just wanted to ask about your return policy. Kind regards.",General_Query,Low
M0207,C0205,"Hello, I am still waiting for the refund you promised. Thanks for your help.",Refund_Return,Low
M0393,C0093,I'm unhappy because this is not the quality I expected from Lulu. Please sort this out soon.,Product_Quality,Medium
M0398,C0038,I'm a bit annoyed that this is not the quality I expected from Lulu. Please look into it.,Product_Quality,Medium
M0526,C0136,I am ABSOLUTELY furious!! the app keeps crashing when I try to checkout. I want this resolved immediately!!,App_Technical,High
M0218,C0106,I'm disappointed that how do I send this back for a refund.,Refund_Return,Medium
M0005,C0003,"Hi team, nobody delivered my order today as promised. Please let me know.",Delivery,Low
M0558,C0143,"Hello Lulu, can you tell me the store timings. Kind regards.",General_Query,Low
M0099,C0082,The screen was cracked when I opened it. Looking forward to your reply.,Damaged_Defective,Low
M0407,C0080,This is frustrating — the product looks nothing like the description. Please sort this out soon.,Product_Quality,Medium
M0503,C0094,I cannot track my order in the app. Please sort this out soon.,App_Technical,Medium
M0048,C0217,This is frustrating — the delivery is late again. Hoping for a quick resolution.,Delivery,Medium
M0033,C0023,Not happy that I have been waiting for my package for days. Please look into it.,Delivery,Medium
M0201,C0106,"Good morning, I want to return this item and get my money back.",Refund_Return,Low
M0135,C0186,I'm disappointed that the blender is defective and will not switch on. Please sort this out soon.,Damaged_Defective,Medium
M0028,C0033,"Hi, my order still has not arrived. Appreciate it.",Delivery,Low
M0549,C0183,"Good morning, how can I change my registered phone number. Appreciate it.",General_Query,Low
M0231,C0098,I'm unhappy because please refund me for the order I sent back.,Refund_Return,Medium
M0490,C0153,I'm unhappy because the search on the app is not working. Kindly resolve.,App_Technical,Medium
M0379,C0131,"Hello Lulu, this is not the quality I expected from Lulu. Please let me know.",Product_Quality,Low
M0289,C0057,The amount deducted is more than the order total.,Billing,Low
M0419,C0100,This is not the quality I expected from Lulu. I'd like this fixed.,Product_Quality,Medium
M0392,C0066,This is not the quality I expected from Lulu.,Product_Quality,Medium
M0499,C0112,It's bothering me that the app keeps crashing when I try to checkout. Please look into it.,App_Technical,Medium
M0139,C0159,Not happy that the item arrived broken. Please sort this out soon.,Damaged_Defective,Medium
M0063,C0001,I am ABSOLUTELY furious!! nobody delivered my order today as promised. I'm escalating this everywhere!,Delivery,High
M0472,C0136,The search on the app is not working. Looking forward to your reply.,App_Technical,Low
M0129,C0207,This is frustrating — my headphones stopped working on day one. This needs attention.,Damaged_Defective,Medium
M0613,C0135,Completely unacceptable!! how do I add an address to my account. I'm escalating this everywhere!,General_Query,High
M0521,C0099,I am done with Lulu! the app keeps crashing when I try to checkout. I'm escalating this everywhere!,App_Technical,High
M0065,C0127,This is the LAST straw. the courier never showed up. Sort it out or refund me!!,Delivery,High
M0015,C0170,"Good morning, the delivery date keeps getting pushed.",Delivery,Low
M0157,C0032,I have HAD enough — the package was crushed and the item dented. I want this resolved immediately!!,Damaged_Defective,High
M0041,C0148,I'm unhappy because nobody delivered my order today as promised. Please sort this out soon.,Delivery,Medium
M0493,C0003,I'm a bit annoyed that the search on the app is not working. I'd like this fixed.,App_Technical,Medium
M0380,C0135,"Good morning, the material is low quality and wore out fast.",Product_Quality,Low
M0188,C0146,"Hi, my refund has not been processed yet. Thank you.",Refund_Return,Low
M0217,C0071,Not happy that how do I send this back for a refund. This needs attention.,Refund_Return,Medium
M0053,C0158,I'm disappointed that the delivery date keeps getting pushed. I'd like this fixed.,Delivery,Medium
M0338,C0071,I am done with Lulu! I see a payment I never authorized. This is the third time — enough!!,Billing,High
M0296,C0121,"Hello Lulu, I was charged twice for the same order. Please let me know.",Billing,Low
M0252,C0098,This is outrageous!! I want to return this item and get my money back. I will never shop here again!,Refund_Return,High
M0462,C0220,The app shows an error every time I open it.,App_Technical,Low
M0456,C0050,"Hi there, the search on the app is not working. Please let me know.",App_Technical,Low
M0628,C0139,I am ABSOLUTELY furious!! I have a question about my loyalty points. I want this resolved immediately!!,General_Query,High
M0270,C0104,Completely unacceptable!! how do I send this back for a refund. I'm escalating this everywhere!,Refund_Return,High
M0202,C0155,I want to return this item and get my money back.,Refund_Return,Low
M0162,C0032,Completely unacceptable!! the screen was cracked when I opened it. Sort it out or refund me!!,Damaged_Defective,High
M0556,C0165,"Hello Lulu, is this product available in the Dubai store. Looking forward to your reply.",General_Query,Low
M0402,C0093,I'm unhappy because the product looks nothing like the description. Please look into it.,Product_Quality,Medium
M0477,C0027,"Hi team, the app shows an error every time I open it. Looking forward to your reply.",App_Technical,Low
M0106,C0061,"Hi, the speaker is defective and will not switch on. Thank you.",Damaged_Defective,Low
M0566,C0116,Can you tell me the store timings.,General_Query,Low
M0390,C0218,"Hi, this is not the quality I expected from Lulu.",Product_Quality,Low
M0002,C0147,"Good morning, the delivery is late again. Looking forward to your reply.",Delivery,Low
M0587,C0148,Not happy that how do I add an address to my account. This needs attention.,General_Query,Medium
M0562,C0150,"Hi, is this product available in the Dubai store.",General_Query,Low
M0081,C0040,I have HAD enough — my shipment is stuck and not moving. Sort it out or refund me!!,Delivery,High
M0206,C0195,"Hi there, I am still waiting for the refund you promised.",Refund_Return,Low
M0035,C0005,This is frustrating — my shipment is stuck and not moving. Kindly resolve.,Delivery,Medium
M0509,C0079,I'm disappointed that the search on the app is not working. Please sort this out soon.,App_Technical,Medium
M0428,C0137,This is the LAST straw. the quality of this product is poor. Fix this NOW or I'm leaving for good!,Product_Quality,High
M0455,C0143,"Hi, the search on the app is not working. Appreciate it.",App_Technical,Low
M0367,C0132,"Hello Lulu, the quality of this product is poor.",Product_Quality,Low
M0092,C0089,"Hello, my TV stopped working on day one.",Damaged_Defective,Low
M0340,C0046,I have HAD enough — I see a payment I never authorized. Sort it out or refund me!!,Billing,High
M0565,C0204,"Hi team, I just wanted to ask about your return policy. Please let me know.",General_Query,Low
M0346,C0103,This is the LAST straw. I was charged twice for the same order. This is the third time — enough!!,Billing,High
M0242,C0135,This is outrageous!! please refund me for the order I sent back. I will never shop here again!,Refund_Return,High
M0014,C0035,I have been waiting for my package for days.,Delivery,Low
M0316,C0104,This is frustrating — I was charged twice for the same order. Hoping for a quick resolution.,Billing,Medium
M0388,C0206,"Hi there, the product looks nothing like the description. Appreciate it.",Product_Quality,Low
M0274,C0113,The invoice amount is wrong. Kind regards.,Billing,Low
M0167,C0036,I have HAD enough — the package was crushed and the item dented. I'm escalating this everywhere!,Damaged_Defective,High
M0625,C0031,Completely unacceptable!! how can I change my registered phone number. I'm escalating this everywhere!,General_Query,High
M0485,C0131,I'm a bit annoyed that the website freezes when I add items to cart. Kindly resolve.,App_Technical,Medium
M0624,C0082,I am done with Lulu! how do I add an address to my account. This is the third time — enough!!,General_Query,High
M0505,C0114,This is frustrating — the website freezes when I add items to cart. Hoping for a quick resolution.,App_Technical,Medium
M0244,C0107,I have HAD enough — please refund me for the order I sent back. I want this resolved immediately!!,Refund_Return,High
M0567,C0203,"Hi team, do you deliver to my area. Thanks for your help.",General_Query,Low
M0563,C0007,"Hello Lulu, do you deliver to my area. Appreciate it.",General_Query,Low
M0190,C0125,"Hi there, I want to return this item and get my money back.",Refund_Return,Low
M0476,C0164,"Hi there, the app shows an error every time I open it.",App_Technical,Low
M0511,C0193,I have HAD enough — I cannot log into my account on the app. This is the third time — enough!!,App_Technical,High
M0059,C0163,I'm a bit annoyed that the delivery date keeps getting pushed. I'd like this fixed.,Delivery,Medium
M0475,C0046,I cannot log into my account on the app. Looking forward to your reply.,App_Technical,Low
M0561,C0166,"Hi there, I just wanted to ask about your return policy. Kind regards.",General_Query,Low
M0253,C0066,I am ABSOLUTELY furious!! please refund me for the order I sent back. Sort it out or refund me!!,Refund_Return,High
M0022,C0092,My order still has not arrived. Please let me know.,Delivery,Low
M0314,C0152,The invoice amount is wrong.,Billing,Medium
M0460,C0116,The website freezes when I add items to cart. Kind regards.,App_Technical,Low
M0161,C0030,I am ABSOLUTELY furious!! the TV is defective and will not switch on. I'm escalating this everywhere!,Damaged_Defective,High
M0277,C0204,"Hello, the invoice amount is wrong. Please let me know.",Billing,Low
M0192,C0186,"Hi there, I want to return this item and get my money back. Looking forward to your reply.",Refund_Return,Low
M0386,C0193,"Hello, the material is low quality and wore out fast. Thank you.",Product_Quality,Low
M0414,C0094,It's bothering me that this is not the quality I expected from Lulu. I'd like this fixed.,Product_Quality,Medium
M0492,C0107,I'm a bit annoyed that the search on the app is not working. Hoping for a quick resolution.,App_Technical,Medium
M0344,C0192,This is outrageous!! there is an extra charge on my bill I do not understand. Fix this NOW or I'm leaving for good!,Billing,High
M0309,C0155,I'm disappointed that my coupon was not applied at checkout. Hoping for a quick resolution.,Billing,Medium
M0131,C0108,I'm unhappy because the item arrived broken. Please look into it.,Damaged_Defective,Medium
M0100,C0220,"Hi, the phone is defective and will not switch on. Thank you.",Damaged_Defective,Low
M0373,C0142,"Good morning, the quality of this product is poor. Looking forward to your reply.",Product_Quality,Low
M0088,C0024,This is outrageous!! the courier never showed up. I will never shop here again!,Delivery,High
M0459,C0120,"Hello Lulu, I cannot log into my account on the app. Appreciate it.",App_Technical,Low
M0331,C0182,This is the LAST straw. the amount deducted is more than the order total. Fix this NOW or I'm leaving for good!,Billing,High
M0215,C0033,This is frustrating — the return pickup was never scheduled. Kindly resolve.,Refund_Return,Medium
M0467,C0009,I cannot log into my account on the app.,App_Technical,Low
M0122,C0003,Not happy that the item arrived broken. I'd like this fixed.,Damaged_Defective,Medium
M0615,C0174,I am ABSOLUTELY furious!! how can I change my registered phone number. This is the third time — enough!!,General_Query,High
M0021,C0155,"Hello, my order still has not arrived. Looking forward to your reply.",Delivery,Low
M0072,C0141,This is outrageous!! the delivery is late again. Fix this NOW or I'm leaving for good!,Delivery,High
M0107,C0006,"Hi there, the item arrived broken. Thank you.",Damaged_Defective,Low
M0271,C0002,"Hi team, my coupon was not applied at checkout.",Billing,Low
M0436,C0140,Completely unacceptable!! the item works but the build quality is bad. Fix this NOW or I'm leaving for good!,Product_Quality,High
M0103,C0138,"Hi, the item arrived broken. Kind regards.",Damaged_Defective,Low
